500
1m12.958947495s 385.837095ms
1m12.779408993s 379.296492ms
1m13.293946251s 383.863245ms
1m12.93575828s 381.069013ms
1m13.197864333s 381.52203ms
1m12.960557173s 385.747671ms
1m12.917386276s 383.016028ms
1m12.96281197s 387.533954ms

44000
1m13.772715176s 377.541151ms
1m13.714700844s 380.864979ms
1m13.716067132s 378.592785ms
1m13.812466001s 378.89698ms
1m13.75372519s 379.174727ms
1m13.938580284s 379.062596ms
1m13.784460598s 377.538058ms
1m13.74183422s 377.716924ms
1m13.673388636s 382.357364ms
1m13.890014718s 373.222532ms
1m13.618669857s 373.475174ms

44500
1m14.552550488s 384.51666ms
1m14.514173932s 383.303529ms
1m15.028476815s 390.171141ms
1m14.531761691s 385.20403ms
1m14.460938301s 384.763449ms
1m14.590073785s 380.985019ms
1m14.591607916s 383.439633ms
1m14.490738323s 386.449759ms
1m14.495901428s 384.524815ms
1m14.454925879s 384.112175ms
1m14.586339677s 384.541935ms

45000
1m15.408328588s 382.777852ms
1m15.531189789s 382.072931ms
1m15.321868706s 382.219095ms
1m15.299471376s 381.861905ms
1m15.342855343s 387.464638ms
1m15.310206054s 383.104657ms
1m15.388570683s 390.174663ms
1m15.332456129s 381.583111ms
1m15.301846833s 381.309092ms
1m15.258735595s 385.44062ms
1m15.293703434s 383.921654ms

45500
1m24.234139973s 397.595324ms
1m20.119702403s 395.786507ms
1m23.311035017s 405.019564ms
1m18.110087848s 423.7825ms
1m20.316218838s 392.417213ms
1m17.572860627s 395.27414ms
1m16.936408209s 398.158412ms
1m20.044710704s 394.602687ms
1m21.282270276s 448.129104ms
1m26.603742673s 389.930159ms
1m19.602324111s 404.345755ms

46000
1m24.276845955s 382.271492ms
1m17.114449405s 381.520411ms
1m17.012270825s 385.768262ms
1m19.208753711s 379.9693ms
1m20.782858743s 389.975496ms
1m19.176997133s 385.001382ms
1m17.748928624s 383.727219ms
1m17.7182605s 405.59653ms
1m17.281248719s 405.438109ms
1m17.246800079s 383.542567ms
1m19.859793424s 381.803015ms

46500
1m17.764555154s 369.508281ms
1m19.600590711s 371.901171ms
1m21.623298781s 373.061084ms
1m19.692375292s 387.55833ms
1m17.932710268s 372.091356ms
1m17.527575769s 371.615813ms
1m17.800453177s 373.06223ms
1m21.822038033s 373.45664ms
1m20.467517992s 384.845158ms
1m20.014970031s 500.490745ms
1m20.160591367s 381.779618ms
